text,category
I tried to top up with my card but it was declined. I was able to a couple days ago and it worked. Is something wrong? Can you check it for me please?,Usage Issue
Can you find out why my credit card didn't process payment? It was declined for top up so what's the deal?,Usage Issue
How can correct Top up with the app to work correctly?,Usage Issue
Is there any reason why my card didn't work when I tried to top up?,Usage Issue
The app rejected my top up,Usage Issue
My top-up didn't go through,Usage Issue
Can you tell me why my top-up failed?,Usage Issue
My credit card seems to have been declined for top up. Why is it not going through? Can you tell me what's going on?,Usage Issue
My top-up didn't work.,Usage Issue
My top-up never worked,Usage Issue
It looks like my top up didn't work.  Why?,Usage Issue
I topped up my card but the app rejected it.,Usage Issue
"I attempted to top-up with my card this morning, but the transaction was unsuccessful. I received the card two days ago and was successful using it previously. Could you please help me?",Usage Issue
I tried to top-up but it got denied.,Usage Issue
My top up was denied,Usage Issue
I think the top up failed,Usage Issue
My credit card was just denied for top up! Can you tell me why this happened and what's going on?,Usage Issue
My top up didn't go through,Usage Issue
My top up has failed,Usage Issue
Why is it failing to top-up?,Usage Issue
I can't get the top-up to work! What's going on here.,Usage Issue
How do I know if my top up worked?,Usage Issue
Why can't I topup my account?,Usage Issue
My top-up was declined,Usage Issue
Why is my card being declined when I try to do a top-up? How can this be immediately resolved?,Usage Issue
The app has rejected my top up.,Usage Issue
"I attempted to top up my car today, it failed! I just got it a couple of days before and it worked then. What is going on with it?",Usage Issue
Why was my top-up rejected?,Usage Issue
My credit card got declined for top up! What's going on? Can you check on why it didn't go through?,Usage Issue
My top up isnt working,Usage Issue
Trouble with my top up,Usage Issue
I'm confused as to why my top-up did not go through.,Usage Issue
I added money but my top-up wasn't processed by the app.,Usage Issue
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives,Usage Issue
"I have the funds, why can I not use my top-up?",Usage Issue
"Hello, I trying to top up with my card today but it didn't work. When I tried last time it worked but today it isn't. Could you take a look at it for me?",Usage Issue
Why are you keeping my money from me by declining my card? What is going on?,Usage Issue
"I desperately need to top-up my card, so why is it being declined? Can you solve this for me? I need to use my card immediately!",Usage Issue
Why did the app deny my top-up?,Usage Issue
My top-up was rejected,Usage Issue
Fix my top up,Usage Issue
My top up doesn't work,Usage Issue
I am having problems with a top-up.,Usage Issue
What's the problem? My card keeps getting declined for top up. I need to know what is going on.,Usage Issue
I was trying to top up my account and it isn't working,Usage Issue
I believe my top up did not work.,Usage Issue
I need help reapplying my top-up. It seems it isn't working.,Usage Issue
Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem.,Usage Issue
My credit card transaction was declined for a loan payment.  Can you tell me why?,Usage Issue
Why did the top-up fail?,Usage Issue
I requested for a top-up but it has not reflected,Usage Issue
"I tried to top-up, why didn't it work?",Usage Issue
I tried to top up with my card but it's not working. I had just done this a couple days previously and it worked. Can you tell me what's going on here please?,Usage Issue
I wanted to top up my account and it doesn't look like it worked,Usage Issue
"My top-up does not seem to have worked, what  went wrong?",Usage Issue
I'm not sure if my pop-up went through.,Usage Issue
Top up did not work on the app.,Usage Issue
I tried to top up but the app rejected it.,Usage Issue
It does not appear that my message went through.,Usage Issue
What if my top up didn't work?,Usage Issue
I didn't see the money I added to my card.,Usage Issue
The top up failed,Usage Issue
I have been trying unsuccessfully to top-up my card.  Is the system down or not working properly?,Usage Issue
I am having a huge problem with my card being declined and it's really important that I top-up today.  Would you please look into this further and let me know how I can get this fixed?,Usage Issue
"My card keeps getting declined when I try to use it.  I would like to top-up, but it is not going though.",Usage Issue
"I just topped up, and the app denied it.",Usage Issue
Why did my top-up not work?,Usage Issue
"Hi I've been trying to top up my card for the past day but it gets declined, I need it topped up urgently! Can somebody get back to me to resolve this or explain any different ways I can top up my card?",Usage Issue
Please explain why my top-up didn't go through.,Usage Issue
Can you tell me why my credit card was declined while trying to top-up?,Usage Issue
I need information explaining why my top-up failed to go through,Usage Issue
"Hi, I am experiencing problems while trying to top-up with my card. I have never experienced any problems doing this before. Could you please help me?",Usage Issue
